dataset,variant,ir,seed,classifier,auprc,auroc,f1,balanced_acc
S3,GMR-Bidirectional,10,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-Bidirectional,10,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-Bidirectional,10,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,10,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-Bidirectional,10,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-Bidirectional,10,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-Bidirectional,10,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-Bidirectional,10,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,10,2,RF,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,10,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-Bidirectional,10,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-Bidirectional,10,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Bidirectional,10,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,10,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-Bidirectional,10,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-Bidirectional,10,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-Bidirectional,10,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-Bidirectional,20,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,20,42,RF,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,20,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-Bidirectional,20,42,DT,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,20,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-Bidirectional,20,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,20,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Bidirectional,20,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-Bidirectional,20,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-Bidirectional,20,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-Bidirectional,20,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,20,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-Bidirectional,20,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-Bidirectional,20,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-Bidirectional,20,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-Bidirectional,20,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,20,2,RF,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,20,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-Bidirectional,20,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-Bidirectional,20,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Bidirectional,20,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,20,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-Bidirectional,20,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-Bidirectional,20,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-Bidirectional,20,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-Bidirectional,50,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,50,42,RF,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,50,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-Bidirectional,50,42,DT,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,50,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-Bidirectional,50,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,50,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Bidirectional,50,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-Bidirectional,50,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-Bidirectional,50,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-Bidirectional,50,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,50,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-Bidirectional,50,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-Bidirectional,50,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-Bidirectional,50,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-Bidirectional,50,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,50,2,RF,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,50,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-Bidirectional,50,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-Bidirectional,50,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Bidirectional,50,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-Bidirectional,50,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-Bidirectional,50,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-Bidirectional,50,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-Bidirectional,50,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-DataGated,5,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,5,42,RF,1.0,1.0,1.0,1.0
S3,GMR-DataGated,5,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-DataGated,5,42,DT,1.0,1.0,1.0,1.0
S3,GMR-DataGated,5,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-DataGated,5,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,5,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-DataGated,5,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-DataGated,5,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-DataGated,5,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-DataGated,5,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,5,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-DataGated,5,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-DataGated,5,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-DataGated,5,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-DataGated,5,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,5,2,RF,1.0,1.0,1.0,1.0
S3,GMR-DataGated,5,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-DataGated,5,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-DataGated,5,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-DataGated,5,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,5,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-DataGated,5,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-DataGated,5,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-DataGated,5,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-DataGated,10,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,10,42,RF,1.0,1.0,1.0,1.0
S3,GMR-DataGated,10,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-DataGated,10,42,DT,1.0,1.0,1.0,1.0
S3,GMR-DataGated,10,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-DataGated,10,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,10,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-DataGated,10,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-DataGated,10,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-DataGated,10,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-DataGated,10,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,10,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-DataGated,10,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-DataGated,10,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-DataGated,10,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-DataGated,10,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,10,2,RF,1.0,1.0,1.0,1.0
S3,GMR-DataGated,10,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-DataGated,10,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-DataGated,10,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-DataGated,10,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,10,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-DataGated,10,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-DataGated,10,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-DataGated,10,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-DataGated,20,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,20,42,RF,1.0,1.0,1.0,1.0
S3,GMR-DataGated,20,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-DataGated,20,42,DT,1.0,1.0,1.0,1.0
S3,GMR-DataGated,20,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-DataGated,20,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,20,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-DataGated,20,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-DataGated,20,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-DataGated,20,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-DataGated,20,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,20,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-DataGated,20,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-DataGated,20,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-DataGated,20,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-DataGated,20,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,20,2,RF,1.0,1.0,1.0,1.0
S3,GMR-DataGated,20,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-DataGated,20,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-DataGated,20,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-DataGated,20,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,20,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-DataGated,20,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-DataGated,20,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-DataGated,20,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-DataGated,50,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,50,42,RF,1.0,1.0,1.0,1.0
S3,GMR-DataGated,50,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-DataGated,50,42,DT,1.0,1.0,1.0,1.0
S3,GMR-DataGated,50,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-DataGated,50,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,50,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-DataGated,50,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-DataGated,50,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-DataGated,50,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-DataGated,50,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,50,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-DataGated,50,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-DataGated,50,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-DataGated,50,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-DataGated,50,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,50,2,RF,1.0,1.0,1.0,1.0
S3,GMR-DataGated,50,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-DataGated,50,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-DataGated,50,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-DataGated,50,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-DataGated,50,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-DataGated,50,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-DataGated,50,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-DataGated,50,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-ModelAgnostic,5,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,42,RF,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-ModelAgnostic,5,42,DT,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-ModelAgnostic,5,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-ModelAgnostic,5,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-ModelAgnostic,5,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-ModelAgnostic,5,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-ModelAgnostic,5,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-ModelAgnostic,5,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-ModelAgnostic,5,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-ModelAgnostic,5,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,2,RF,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-ModelAgnostic,5,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-ModelAgnostic,5,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-ModelAgnostic,5,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,5,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-ModelAgnostic,5,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-ModelAgnostic,5,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-ModelAgnostic,5,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-ModelAgnostic,10,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,42,RF,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-ModelAgnostic,10,42,DT,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-ModelAgnostic,10,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-ModelAgnostic,10,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-ModelAgnostic,10,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-ModelAgnostic,10,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-ModelAgnostic,10,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-ModelAgnostic,10,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-ModelAgnostic,10,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-ModelAgnostic,10,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,2,RF,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-ModelAgnostic,10,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-ModelAgnostic,10,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-ModelAgnostic,10,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,10,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-ModelAgnostic,10,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-ModelAgnostic,10,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-ModelAgnostic,10,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-ModelAgnostic,20,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,42,RF,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-ModelAgnostic,20,42,DT,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-ModelAgnostic,20,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-ModelAgnostic,20,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-ModelAgnostic,20,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-ModelAgnostic,20,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-ModelAgnostic,20,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-ModelAgnostic,20,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-ModelAgnostic,20,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-ModelAgnostic,20,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,2,RF,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-ModelAgnostic,20,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-ModelAgnostic,20,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-ModelAgnostic,20,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,20,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-ModelAgnostic,20,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-ModelAgnostic,20,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-ModelAgnostic,20,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-ModelAgnostic,50,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,42,RF,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-ModelAgnostic,50,42,DT,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-ModelAgnostic,50,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-ModelAgnostic,50,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-ModelAgnostic,50,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-ModelAgnostic,50,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-ModelAgnostic,50,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-ModelAgnostic,50,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-ModelAgnostic,50,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-ModelAgnostic,50,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,2,RF,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-ModelAgnostic,50,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-ModelAgnostic,50,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-ModelAgnostic,50,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-ModelAgnostic,50,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-ModelAgnostic,50,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-ModelAgnostic,50,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-ModelAgnostic,50,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-Competitive,5,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,5,42,RF,1.0,1.0,1.0,1.0
S3,GMR-Competitive,5,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-Competitive,5,42,DT,1.0,1.0,1.0,1.0
S3,GMR-Competitive,5,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-Competitive,5,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,5,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Competitive,5,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-Competitive,5,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-Competitive,5,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-Competitive,5,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,5,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-Competitive,5,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-Competitive,5,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-Competitive,5,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-Competitive,5,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,5,2,RF,1.0,1.0,1.0,1.0
S3,GMR-Competitive,5,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-Competitive,5,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-Competitive,5,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Competitive,5,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,5,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-Competitive,5,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-Competitive,5,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-Competitive,5,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-Competitive,10,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,10,42,RF,1.0,1.0,1.0,1.0
S3,GMR-Competitive,10,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-Competitive,10,42,DT,1.0,1.0,1.0,1.0
